"","acne","actinic keratosis","acute myeloid leukemia","adrenal adenoma","alcoholism","allergic asthma","allergic contact dermatitis","alopecia areata","alzheimer's disease","aortic aneurysm","asthma","astrocytoma","atopic dermatitis","autism","bacterial meningitis","bipolar disorder","bladder cancer","breast lobular carcinoma","cerebral palsy","cervical squamous cell carcinoma","cervical intraepithelial neoplasia","chronic lymphocytic leukemia","chronic obstructive pulmonary disease","colorectal adenocarcinoma","crohn's disease","cystic fibrosis","dengue fever","dilated cardiomyopathy","discoid lupus erythematosus","down syndrome","duchenne muscular dystrophy","emphysema","endometrial carcinoma","endometriosis","gastric adenocarcinoma","head and neck squamous cell carcinoma","chronic hepatitis b (carrier)","chronic hepatitis c","hepatocellular carcinoma","hiv","hodgkin's lymphoma","huntington's disease","idiopathic pulmonary fibrosis","influenza","irritable bowel syndrome","ischemic cardiomyopathy","ischemic stroke","juvenile idiopathic arthritis","leukopenia","limb-girdle muscular dystrophy","non-small cell lung carcinoma","major depressive disorder","teratozoospermia","malignant pleural mesothelioma","measles","multiple sclerosis","myocardial infarction","nasopharyngeal carcinoma","obesity","esophageal squamous cell carcinoma","osteoarthritis","osteoporosis","pancreatic cancer","parkinson's disease","placental malaria","polycystic ovary syndrome","preeclampsia","prolactinoma","prostate cancer","psoriasis","pulmonary arterial hypertension","clear-cell renal cell carcinoma","rheumatoid arthritis","rosacea","sarcoidosis","sepsis","sickle cell disease","systemic lupus erythematosus","essential thrombocythemia","thyroid carcinoma","type 1 diabetes mellitus","type 2 diabetes mellitus","ulcerative colitis","vulvar intraepithelial neoplasia"
"irritable bowel syndrome",0.00758278584069253,0.00599796009178842,0.0078663915629584,0.00612082107248309,0.0104274679899031,0.0191590738915569,0.0107211501638871,0.00967052249917031,0.012096759756896,0.0120760359207816,0.0123189372529786,0.00634001868831484,0.0100522512333894,0.00889183218195868,0.0064622064709234,0.0116434039075403,0.00668819744481985,0.00476666090892231,0.0082345083099197,0.00899213798629957,0.00485535827081232,0.00757691244840155,0.00927247147044622,0.0651786887827871,0.105909017724177,0.00936854415412241,0.00866287553652276,0.00821543546064951,0.00934315258047548,0.00611703191888045,0.00551287616807798,0.00746214954289751,0.00778089405729956,0.00618034133176931,0.0121910706217224,0.00750262044062274,0.00839306513609553,0.0089184681797458,0.00654042645325372,0.00999638295619097,0.00837336688073453,0.00486645586118091,0.00957521651465655,0.00700350140858547,NA,0.00656480240434385,0.0121949499456251,0.0107062634632675,0.00806112123665727,0.00431693890873977,0.0109186227225781,0.0209990174989478,0.00671562799814333,0.00682784682130323,0.00906186545281641,0.0160936670021267,0.00536617403036071,0.00587000229595934,0.0111554597727259,0.00676033621642896,0.0138231927178,0.012178913312948,0.0148586511360755,0.00820887695276441,0.00709438456349754,0.0127476032622218,0.00840727852852083,0.00596048809637278,0.00676456760139651,0.00926140510870699,0.00618369614976602,0.00547671489467264,0.0125897475776404,0.00767361700760233,0.0104021513676141,0.0110006334722788,0.00909693680278846,0.00685038613484699,0.0054517114549476,0.0116298544220438,0.011979289477606,0.0101886715200899,0.0727222443091804,0.00891732580383042
"ischemic cardiomyopathy",0.0126515439475503,0.00559309964181403,0.0105054910418596,0.0124529523153644,0.00661468020211425,0.00992142919765653,0.0114062997806982,0.00452750665649763,0.0113327501248168,0.0177281954520494,0.00715414186935341,0.0064077821766828,0.00961650489343529,0.00564999323042882,0.0165392671774714,0.00572330950841455,0.00502947184562547,0.00609961965434326,0.00602375815149786,0.00622453055415377,0.00515657117608877,0.00914174894296354,0.00729486129863132,0.00768646435005058,0.00612783787162236,0.00643864960636008,0.00813627714848138,0.277344517402869,0.0118828645282481,0.00930618874604429,0.0366133617719332,0.00824694305831488,0.00885103021411269,0.00416109074342405,0.00877411407353695,0.00758645078760516,0.0063814911541062,0.00589387142996445,0.0074207884405676,0.00912551131176215,0.00624880331282018,0.0143191714506835,0.0128706613595958,0.00674397006884347,0.00656480240434385,NA,0.0185069940293177,0.016494172852714,0.00501759853709318,0.0393392061416202,0.0108389660447037,0.00502947184562547,0.00614691355399281,0.00838419296835514,0.00481288164654262,0.010107696173402,0.122127821967445,0.00685281042589789,0.0204354760234252,0.00634022092131555,0.0177766802162934,0.0153245663346702,0.00609885998101376,0.0124823695510844,0.00437919722237679,0.00464469478543542,0.0153628166560202,0.0108550784963414,0.00986715269965843,0.013730313255699,0.0231751766361321,0.00533597248081071,0.0157545706375355,0.0103583024726625,0.00669989526339495,0.00546949009538718,0.00972615340399637,0.0131652623472558,0.00676754543906134,0.0099377604183499,0.0158729760063713,0.0119516844699968,0.00557525960984556,0.00546634149812495
"ischemic stroke",0.0129193659904199,0.00527778512713841,0.00565141736067203,0.00765655246849197,0.00504859068360492,0.0157637866356451,0.00901349966793954,0.00767500846187763,0.050000554749772,0.0757166270843093,0.0190519925200276,0.00764471624326787,0.00422204475361092,0.0185932176028549,0.0109971514009993,0.0212648665825805,0.00591758225101822,0.00376506539780193,0.0480629608610726,0.00989314617446594,0.00541327158078194,0.0109110422332746,0.00899832304418719,0.00959023683828478,0.0128567106390823,0.0127269401969248,0.0100940095927847,0.0176977093107112,0.0121647466781718,0.0197638233097614,0.00942047336324663,0.00902623323149231,0.00574799553753975,0.00490142794672065,0.0108649292311935,0.00596198735346438,0.0151066424902803,0.0133154592873396,0.00421210938130273,0.0096352191452412,0.00603993905258853,0.02905701388391,0.00890827949393858,0.00914904158538395,0.0121949499456251,0.0185069940293177,NA,0.0162980860687604,0.0097070412325805,0.00717792841994235,0.00494424663826285,0.0184864782360369,0.00557822587478503,0.00465157013823874,0.0153221735024394,0.0400307521971469,0.180440724374734,0.00937459020796005,0.0147118959882523,0.00526779048064104,0.0104937023809505,0.0122284576176372,0.00696374957404061,0.0146124739979609,0.0121547567535564,0.0137263724991893,0.104710479241004,0.0134744070171913,0.0120990998203368,0.00944083188788458,0.0516968302708185,0.00432959437663352,0.0162902370817683,0.00452070851577473,0.021902309271166,0.0160695204598056,0.0371821991463267,0.0168278901632002,0.0120593191266186,0.00545670427285789,0.0142723839897546,0.0155387903857168,0.0122042557510664,0.00592445370772764
"juvenile idiopathic arthritis",0.022967254383499,0.00854859558610036,0.00684405237980818,0.00574393845380025,0.00718667193055226,0.0614718330252322,0.0833365317590739,0.0393555946524047,0.0082529813881498,0.0140607393766549,0.0332045851147572,0.00795503607584351,0.053746344469903,0.00752393720740723,0.0541529743997054,0.00774576181279473,0.00841680468057565,0.00610054975638943,0.00833531272107245,0.0247043731059966,0.00683070825837201,0.0130149329702071,0.0127351067878758,0.0088286971893273,0.0676160640219822,0.0185688684901746,0.0260458194947307,0.0167767233323305,0.0381948056729143,0.0105348623452442,0.022327198388626,0.00917200593959019,0.00698323825731121,0.00563636613252973,0.0119272137991505,0.00831967853744679,0.0270082668876357,0.0186556609226785,0.00739228219285792,0.0108686405071047,0.0126416418564095,0.0110122758915864,0.0121837190029739,0.0227783536790644,0.0107062634632675,0.016494172852714,0.0162980860687604,NA,0.0252503948242231,0.0184238825337827,0.0123508500429844,0.00728993545474476,0.0131813155974971,0.0114041470875736,0.015192132205406,0.060266155472352,0.0176739378355764,0.0134029569996462,0.00678325122248334,0.007272091865328,0.163024829107751,0.0415087556037917,0.00797775782113808,0.00698802765442943,0.0133323618993301,0.00677139782788922,0.0157670236840081,0.00669302909437727,0.00888490007416997,0.0732262169033565,0.0113085241821092,0.00418860872817756,0.240837195089532,0.00752661239782969,0.117092662116364,0.0196822824273935,0.0171843693562699,0.109357529232595,0.012938346052395,0.00881373185483674,0.0198261543429953,0.0083737067854755,0.06060076291305,0.00626648248800743
"leukopenia",0.0180073211130476,0.00851066161571892,0.0281448581769176,0.00716457543735627,0.00612297187765235,0.0176297073778229,0.0118617444117087,0.0158691849731892,0.00529213520509805,0.0105536176417408,0.00958670561226727,0.00832540686502213,0.0131461784066017,0.00548559623563641,0.0523835152750541,0.00503816994769545,0.0110314945779703,0.00870881767968064,0.00546014265630974,0.0169530310867788,0.00594345986697764,0.0435731564764699,0.0129947518853427,0.0156420242606552,0.0104077660385378,0.0105374678944678,0.0208662105876746,0.00609802656437729,0.01509762799819,0.00776613129289922,0.00462045758141889,0.0117538533366426,0.00942706731997439,0.0052706304118328,0.0123854815770719,0.0112258208753542,0.010528018430017,0.0103160451877883,0.00695340260670562,0.00627896186476539,0.0178385292516297,0.0055594468818729,0.0139493829626707,0.0730114506190126,0.00806112123665727,0.00501759853709318,0.0097070412325805,0.0252503948242231,NA,0.0046125996917555,0.0149368465062181,0.00484415288573947,0.00522088379206792,0.00679645300853466,0.0257035886606526,0.0361780683661471,0.0108559036981427,0.012956321148005,0.00477279706305449,0.00978731086322483,0.00600427219991178,0.00420278106377847,0.00817355340029741,0.00676457105195094,0.0125528080454636,0.00866207067891172,0.010274131105145,0.00483946477527834,0.009244551370162,0.0176656186380117,0.0115694817211337,0.00566599252184337,0.0106180720297683,0.0143405211099937,0.0518218548209316,0.00923269167978399,0.0113120336746583,0.0458616886837634,0.0319811253137768,0.01000067283555,0.0339003382695118,0.00532628662094386,0.010501130550721,0.00733347171089171
"limb-girdle muscular dystrophy",0.0105531110250665,0.00786298571336507,0.00525359031974394,0.0125180550640091,0.00531542720802625,0.00577029330290543,0.0110999862732407,0.00518867468480797,0.0117285591886699,0.00488073246771942,0.00431389777797622,0.00741707989745385,0.0102937809272892,0.00537892367380252,0.00854076341221999,0.00503994696465674,0.00664834146786743,0.00910217667145715,0.0549420312937668,0.00839004125710325,0.00376506539780193,0.00756603897476253,0.00801223013785332,0.00458503051281843,0.00663498209108449,0.00613943468345068,0.00415436242490047,0.0524787772396652,0.0103174140104849,0.00968561144262582,0.209842172320894,0.00485681511449815,0.00432633936940199,0.00376506539780193,0.0102203431025537,0.00992251953802622,0.00412543408231277,0.00459572245960547,0.0106757534915872,0.0100575367166895,0.00376506539780193,0.0118531730828451,0.00666899796435203,0.00376506539780193,0.00431693890873977,0.0393392061416202,0.00717792841994235,0.0184238825337827,0.0046125996917555,NA,0.00778837553097409,0.00615782160228004,0.00640933462335668,0.014211195069535,0.00700042264890813,0.00813316718664499,0.00515373997145854,0.013333981597377,0.0095454214657978,0.0184879683776145,0.0603337482990736,0.0207593633284747,0.00458766477586945,0.0108402473369096,0.0119036819596439,0.00559064926350726,0.00459938224972214,0.0106501398131737,0.0056438813597128,0.0146098692951804,0.00545206997787359,0.00591541496251766,0.0198041792631906,0.0099883929618823,0.00426839796302175,0.00493075132846569,0.00508466018576004,0.013028208774372,0.00671276075148605,0.00662506148600294,0.00852555276237358,0.00894189625383886,0.00718788067776007,0.00430028788332063
"non-small cell lung carcinoma",0.0111371380735822,0.0249979990328855,0.0219235776405739,0.0110387397606146,0.0216718738998991,0.00954048221921462,0.0363156034391172,0.00565089029925761,0.00498504817653806,0.0103433958667562,0.0129954432635006,0.0110563600951506,0.0128584799315306,0.00428934052003721,0.00687020418927693,0.00823007080709419,0.029444641105961,0.0649366325176927,0.00590425953468232,0.10946571425229,0.0399823142903975,0.0112300037529232,0.0702488600963682,0.055661108385633,0.00674968872615175,0.0145682244904432,0.011513525759516,0.0126975592860157,0.00816177215520588,0.00643827395841153,0.0073719062798514,0.0335012290551438,0.0908109069214934,0.00573722186197087,0.0924313790112321,0.120641677742259,0.00468615211205753,0.00711000776647357,0.0675772687557544,0.0107233608874822,0.0173001113761018,0.00527515140964087,0.0670347286948029,0.00778594081613266,0.0109186227225781,0.0108389660447037,0.00494424663826285,0.0123508500429844,0.0149368465062181,0.00778837553097409,NA,0.0049120241204318,0.00693737533191361,0.160477019890041,0.00738169461238689,0.00431796530565386,0.00728470297520343,0.0668308926192955,0.00554657575104991,0.0798529361183605,0.0261474297782594,0.00973703118921189,0.0622168768817259,0.00855334103864905,0.00472813280753866,0.00485774162589483,0.00601027565074736,0.0100335003601305,0.0446506168432557,0.0200431519491194,0.0305674186579064,0.0180333870796567,0.0144560782753827,0.00986991559853819,0.00687568487137125,0.00764541703305051,0.00497903856185108,0.00892628606715428,0.00757817648308152,0.0289152756220685,0.00768731561889948,0.0043159253061936,0.00719714926272561,0.0284722884570467
"major depressive disorder",0.00576250833199552,0.00442267537213204,0.00547145365669223,0.00547502653725529,0.049853293010931,0.00563468352837287,0.0064351529847142,0.00683588723827842,0.0195408611325272,0.00525348474100385,0.00492590842394729,0.00491251131157687,0.00376506539780193,0.0393955492645644,0.00835611375303791,0.317291092890688,0.00674536655118777,0.0108702032434247,0.0108425378498857,0.0082711189848526,0.00595278592012073,0.00688888227667793,0.00537510452942979,0.00635697708786592,0.0114632003338955,0.00730774133201983,0.00435650722470887,0.0055209770221823,0.00708764348397303,0.0105904651523839,0.0086894882877011,0.0047961860707027,0.00597178010340542,0.00833878815160861,0.00589024541403489,0.0490015392694652,0.00876636744864852,0.00760649912430329,0.00464705969572591,0.00848632814683042,0.00907087218271016,0.0170568920459061,0.00488523680204728,0.00808099975088271,0.0209990174989478,0.00502947184562547,0.0184864782360369,0.00728993545474476,0.00484415288573947,0.00615782160228004,0.0049120241204318,NA,0.0121794838635832,0.00465965697614457,0.00512868459281999,0.0153083858347911,0.00835639544160896,0.0481086190611699,0.0108246341965722,0.00607146779215833,0.0113379903621837,0.00592292321696773,0.00513581368200539,0.0255004126235262,0.00740504224804212,0.00850118005664526,0.00649334581667686,0.00623269134567098,0.0122082314454323,0.0078845528811376,0.00703446082447021,0.00668331119049724,0.0139683961918426,0.00586685423604325,0.00717595001453238,0.0059382835575313,0.00573737069020527,0.00733245601544574,0.00626795972991522,0.00746757530711369,0.00807601442019965,0.0105185214359651,0.0104374042242792,0.00656967070842034
"teratozoospermia",0.00569571891236562,0.00429382981270496,0.00376506539780193,0.00390473020227121,0.0115332714252465,0.0121288000422842,0.0131899569797204,0.00415643918378356,0.0108057062708059,0.0165108046504223,0.00587193683560949,0.00679764976297118,0.00417812334128584,0.00522088379206792,0.00522088379206792,0.011089196820484,0.00613646249652746,0.00613676323426315,0.00376506539780193,0.0124685140866515,0.0065659109667368,0.00564922268557536,0.006295293819716,0.00376506539780193,0.00951836361538843,0.0164874584220194,0.00726847773379915,0.00376506539780193,0.00522088379206792,0.00967495152967853,0.00522088379206792,0.00524652349442442,0.00613646249652746,0.0334631726671064,0.00642210767317049,0.00946911222148352,0.00613646249652746,0.00679247798914426,0.00522088379206792,0.0105470620825696,0.00536057089296192,0.0109733190539739,0.00376506539780193,0.00661817946706012,0.00671562799814333,0.00614691355399281,0.00557822587478503,0.0131813155974971,0.00522088379206792,0.00640933462335668,0.00693737533191361,0.0121794838635832,NA,0.00638963194612548,0.00717103373194338,0.00981465111896347,0.00638825643238874,0.00725212956644495,0.00638825643238874,0.00724633750650698,0.00402511217745655,0.00837592056931887,0.0067832053700288,0.00791329022582183,0.00522088379206792,0.00919193605081247,0.00799092593423808,0.00838101676372295,0.00638735280991777,0.0041747892916388,0.00576376640404991,0.00376506539780193,0.00550028542988664,0.00376506539780193,0.00418016887396151,0.00679764976297118,0.00376506539780193,0.00376506539780193,0.0083849526701755,0.00556501311046194,0.0041202923385951,0.0101437679107812,0.00951836361538843,0.0071417790813652
"malignant pleural mesothelioma",0.00773383303780078,0.021257275930621,0.0159604439855891,0.010156557881042,0.0164890297523015,0.00857309307138742,0.0122101536879439,0.00683382120069585,0.00496770109033917,0.0080983791161327,0.0150215232891056,0.0246330994289242,0.00694846921178272,0.00530289396914583,0.00413649598869817,0.00436550470892005,0.031330071249515,0.0212899124776317,0.00979893524392085,0.0290185327461779,0.0184299746665262,0.0160479835107794,0.0668775883431165,0.01110633432088,0.00875665370698234,0.00692671253700357,0.00806837573627123,0.0118514821451749,0.00870209818458065,0.00765422090716606,0.0117344636558182,0.0315339267740923,0.0366669825277334,0.0200593168284889,0.0503696981909646,0.0432676248050163,0.0064604506250417,0.00857649101509324,0.0226076208879323,0.00546448775681176,0.0168764807480778,0.00565141409597727,0.0374528658643507,0.00689333352295101,0.00682784682130323,0.00838419296835514,0.00465157013823874,0.0114041470875736,0.00679645300853466,0.014211195069535,0.160477019890041,0.00465965697614457,0.00638963194612548,NA,0.00773376710193392,0.00526295618070648,0.00849326977844724,0.0690490327502833,0.00501242892768007,0.0438739389168809,0.0131386986725834,0.00639801688535319,0.0445925032050308,0.00684037302078,0.00434928517999461,0.00598434658421071,0.00797083649872325,0.00725615365243042,0.0209715915097579,0.0113727935976873,0.0236066760785888,0.0156434322682767,0.00872458478702194,0.00920050861294038,0.00764776490161631,0.00854814219229922,0.0062253829240032,0.00571725606489257,0.0152424303772855,0.0278245990119086,0.00814412328947299,0.00686800916527119,0.00855568038201622,0.0119084454944119
"measles",0.0108931341577712,0.005313568509862,0.00748353207466182,0.00438635162426223,0.00555860835316941,0.0121575580155132,0.00845622328498076,0.0117068244124749,0.00473640885431999,0.00706717312608535,0.0109647165787279,0.00960906296251197,0.00773968183052728,0.0151856083756444,0.0233422360531766,0.00452992739260486,0.00812696677323335,0.00406927112943127,0.00714233366770936,0.0138849596973423,0.0110598057745368,0.00796129203609019,0.0114160216485119,0.0118280616625192,0.0130803272849859,0.0120504730856316,0.0867662291368832,0.00605028822650302,0.0169534107846389,0.00835117732264856,0.00560865697910091,0.0115719423295338,0.00656405965413609,0.0070942005599176,0.00681547986370174,0.00714701583116935,0.0819651364634744,0.0918395543715145,0.00766077433984703,0.064297583034419,0.00781095666119519,0.00985053045538524,0.00927594697079277,0.093904796364965,0.00906186545281641,0.00481288164654262,0.0153221735024394,0.015192132205406,0.0257035886606526,0.00700042264890813,0.00738169461238689,0.00512868459281999,0.00717103373194338,0.00773376710193392,NA,0.0356888974282765,0.00555118373095466,0.0121148677127674,0.0068453524019154,0.0081411960260933,0.00698520578774098,0.00691124474728843,0.00620505088371752,0.00885586544835108,0.0219963478485712,0.00678163298469402,0.00856980179193691,0.00523162305552459,0.00674189356658401,0.0145588472311612,0.00699192470279154,0.00606806509602823,0.00979856441538089,0.0137358946711755,0.026438524234634,0.0684081075086685,0.0116009657126919,0.0233859074373181,0.00758045807039467,0.00681794866714416,0.013091758651762,0.00611410880367951,0.0129280457843401,0.00842047350959324
"multiple sclerosis",0.00824694302601452,0.0136447749438423,0.00417744284878232,0.00577676705299799,0.0215629157346191,0.0180647322235109,0.044330735245297,0.0471048385370105,0.0680065105470742,0.00864905325926396,0.0227706675462775,0.0124423664583071,0.018096922077445,0.0073203045000086,0.0288087592008322,0.017051609168776,0.00645523491314681,0.00501657771239551,0.0241309799605619,0.0439647041282982,0.005952683067475,0.0285192678734518,0.0105790303216976,0.0078047895569783,0.0617823545453597,0.00888429574033696,0.0139814374717478,0.0138871913063882,0.0327024841779063,0.0203881626084835,0.0109682780857466,0.0082002984600941,0.00462448683228313,0.00624445018697274,0.0087807238724351,0.00586725171874855,0.0555081807505453,0.0511765043375862,0.00526717411323119,0.0119426100594489,0.011085541126466,0.042925147457317,0.00753536776610082,0.017701355479792,0.0160936670021267,0.010107696173402,0.0400307521971469,0.060266155472352,0.0361780683661471,0.00813316718664499,0.00431796530565386,0.0153083858347911,0.00981465111896347,0.00526295618070648,0.0356888974282765,NA,0.00786566326849194,0.0168335530676029,0.0125540672275905,0.00553880527848043,0.0229322962543771,0.0132551861438098,0.00662031802471492,0.0618368259269222,0.013026478649069,0.00402511217745655,0.0287946356819454,0.00636292303493385,0.00731434790539065,0.0384314325155033,0.00724761145105887,0.00376506539780193,0.0346198746906699,0.0073007552243076,0.127567189064374,0.0174988647421596,0.0109607443366719,0.0575737566871724,0.0148497759230696,0.00577301423858112,0.0398032128998207,0.00857839426790065,0.0459461281255027,0.00502947184562547
"myocardial infarction",0.00775532618071488,0.00857596382713863,0.007376127025021,0.0061023263129038,0.01079312606623,0.0148421146317385,0.0122217510338153,0.00646926678800115,0.0210111547422705,0.14206861569799,0.0180009920005453,0.00645033657712175,0.00635864016039279,0.00518637406625811,0.0485157518186809,0.00592321781185854,0.00686596969318263,0.00875825525843837,0.0207703889502397,0.0083449856804065,0.00491503970767976,0.00697749711846127,0.0131140013260883,0.00742033677404121,0.010331469308899,0.0100959994913541,0.00648263985982147,0.0759834033624054,0.00849211683679061,0.0113356650924783,0.0115153613723643,0.00751307888191715,0.00856240701531666,0.00515343045164895,0.00780496477451831,0.00597059164746741,0.0100764273337124,0.0110826950646305,0.00632133672638445,0.0120438475597011,0.00551263422631221,0.0101068413368606,0.0144451827354262,0.0202722539553208,0.00536617403036071,0.122127821967445,0.180440724374734,0.0176739378355764,0.0108559036981427,0.00515373997145854,0.00728470297520343,0.00835639544160896,0.00638825643238874,0.00849326977844724,0.00555118373095466,0.00786566326849194,NA,0.00776072322384024,0.0183040862949108,0.00417880399863872,0.0143181641606065,0.0148784313820383,0.00661329183113032,0.0133019465374589,0.00918543372219699,0.00724926692830395,0.14386578989944,0.00462359330201797,0.00742410821544889,0.0134668453842862,0.054936053391605,0.00405793949419813,0.0135726552451244,0.0065479738449259,0.0120854369065659,0.0241290816250876,0.0143083171604739,0.0117425059146741,0.0114613631678964,0.00855890415582302,0.0722282828258181,0.0208058885959712,0.0100290805730488,0.00633327894719199
"nasopharyngeal carcinoma",0.0117659914818011,0.0251476718709709,0.00785179276709004,0.00865040075286412,0.0431348020992861,0.0098073321929139,0.0115983008408032,0.0174489162585225,0.00531511386591934,0.0081508192862527,0.00790277630000668,0.0376728026512139,0.00903779059496829,0.0049692770652355,0.0101670959892551,0.00418016887396151,0.0946656965191962,0.0199640555051846,0.0112906772814951,0.0993302180076792,0.0301419417382468,0.0115443727028606,0.00705160632024006,0.0647950792317657,0.0182509061889305,0.00979638724860763,0.0130907363334542,0.0143839840846425,0.0137903512368559,0.00758820717422352,0.0176732765671782,0.0125142967499974,0.0571851878469519,0.00546899607545033,0.146847335506407,0.201403257301669,0.0111204705719092,0.0136425747962295,0.0537502102299312,0.00843305639766782,0.0244865202146489,0.00583994526763327,0.0175001963709525,0.00985156612917673,0.00587000229595934,0.00685281042589789,0.00937459020796005,0.0134029569996462,0.012956321148005,0.013333981597377,0.0668308926192955,0.0481086190611699,0.00725212956644495,0.0690490327502833,0.0121148677127674,0.0168335530676029,0.00776072322384024,NA,0.0067747244384798,0.140345757066513,0.00730956288229935,0.00680199648297332,0.0550153381122315,0.00587696091546884,0.00996414405354752,0.00438783827540773,0.00948295012879335,0.0120153559592301,0.0578540690763851,0.0155881688727565,0.0147374278150636,0.00935080661351337,0.0113189318340382,0.0152162815971712,0.0131118247228473,0.00819476627290276,0.00818423895354057,0.012296783304595,0.0072056950798989,0.0464275402811798,0.00931290512929731,0.0077890337972307,0.0259216557150996,0.0168807096500258
"obesity",0.00933825334116699,0.00438750170694344,0.007282082334833,0.0160948481105273,0.0415618823780464,0.0113324231251286,0.00627361027182867,0.00603161525311425,0.012598801797379,0.0069452103974334,0.00977514178874986,0.00872029051729155,0.00527616501218704,0.00873911189005646,0.0126846355211855,0.0112275341432729,0.00822250890173503,0.00937628047971689,0.0152170411992336,0.00660820718642922,0.00466753694722689,0.00732612698675501,0.00996770565364573,0.011285459314426,0.00644154668596506,0.00768291504559901,0.00590862379588144,0.0186736515854637,0.00652111127456681,0.00900436325572246,0.00959660571166202,0.00775621862602064,0.00891690764152557,0.00675586114288661,0.00572421271494189,0.00594735311846508,0.00782321995697313,0.0141857283500654,0.0119881550539321,0.0126401363768018,0.0057694207284817,0.00757893695348636,0.00636986323215951,0.012291115351015,0.0111554597727259,0.0204354760234252,0.0147118959882523,0.00678325122248334,0.00477279706305449,0.0095454214657978,0.00554657575104991,0.0108246341965722,0.00638825643238874,0.00501242892768007,0.0068453524019154,0.0125540672275905,0.0183040862949108,0.0067747244384798,NA,0.00724377468295221,0.0157304518107009,0.0150300780990109,0.00682658416262853,0.0159411912500436,0.00676208712297143,0.0729075745431078,0.0203904621378448,0.00982275250662795,0.029414583333771,0.00685258024537068,0.0101338285670165,0.0050171655976454,0.0101571961941712,0.00510793017693146,0.00738166654479615,0.01326006834057,0.0052903643079594,0.0144373502840791,0.0154147159771283,0.005608252429492,0.077427899040598,0.130872735162885,0.00854536571634874,0.00456448931551279
"esophageal squamous cell carcinoma",0.00892076504567317,0.0669292782194284,0.0116503263361512,0.00984517303185512,0.0439467976651325,0.00874156638586318,0.0095072188013287,0.00553676441771892,0.00502519202675382,0.00703058648563401,0.00855355846234598,0.0138951364556581,0.00786062091847288,0.00496562065115392,0.00563180541116922,0.00464318718219749,0.0681770242911893,0.0282280688892655,0.0121101030167512,0.195887054805973,0.140647407614543,0.00975484392148203,0.0103290024656647,0.07757786045787,0.0109645888023075,0.00574964647874657,0.00641988347522206,0.0141303820488053,0.00718631840801705,0.00869392502381387,0.0154941499809689,0.00845253950833915,0.0443860872990789,0.00851851096604175,0.164316593092685,0.267499074911026,0.00509852956303792,0.00521843752775648,0.0577815649419069,0.00770052550901828,0.00882435894499562,0.00555494856305274,0.0133337314600264,0.00446534375325898,0.00676033621642896,0.00634022092131555,0.00526779048064104,0.007272091865328,0.00978731086322483,0.0184879683776145,0.0798529361183605,0.00607146779215833,0.00724633750650698,0.0438739389168809,0.0081411960260933,0.00553880527848043,0.00417880399863872,0.140345757066513,0.00724377468295221,NA,0.0104396585405566,0.00960733521200782,0.0234962939623594,0.00696415244012843,0.00468586275803238,0.00532571823316551,0.00689360939874429,0.0100903396953915,0.0302668134357644,0.0360024549368429,0.00940529772941232,0.0114142388067422,0.00777983191128517,0.0110280870403054,0.00640292815402977,0.0055915749057371,0.0050693817464021,0.00468559308619148,0.0072122181383415,0.0256459157945752,0.00644038457875139,0.00512722901466991,0.0155930779645129,0.0522574350562243
"osteoarthritis",0.0133135581031503,0.0138951668948582,0.00756750204028854,0.00829482042347036,0.00874180206661152,0.0305895294562707,0.0462499771697555,0.0156725381938547,0.0100145914835677,0.00640254842500003,0.026099725084769,0.00883250237401751,0.0365731651942206,0.00438140491825104,0.00983122694007104,0.00865363720503145,0.00503821675773172,0.00696470244712135,0.0172831734217826,0.00817489355021816,0.00586449070899592,0.00819230419332875,0.0115147414346177,0.0132743792834916,0.0570957108453263,0.009487071134416,0.00597046809710365,0.0228985033707346,0.017655412483469,0.014706915970542,0.0271953897280598,0.0109182677680598,0.00598535009818667,0.00607307579638256,0.0128293266506528,0.00992239406179125,0.00920766035138022,0.00639106429207729,0.00525876669980807,0.0476701916937042,0.00632732218447709,0.00643800919299799,0.0297202338648133,0.0128714821294698,0.0138231927178,0.0177766802162934,0.0104937023809505,0.163024829107751,0.00600427219991178,0.0603337482990736,0.0261474297782594,0.0113379903621837,0.00402511217745655,0.0131386986725834,0.00698520578774098,0.0229322962543771,0.0143181641606065,0.00730956288229935,0.0157304518107009,0.0104396585405566,NA,0.0673374870682503,0.00529308894756441,0.0105566512394347,0.00777876943849835,0.00659094076789676,0.00862714959821967,0.010880228621944,0.00983010037451154,0.0514288078905316,0.0128500831756944,0.00581732134671403,0.195906661438648,0.00571027816656099,0.0419007664395545,0.00966320589729775,0.0111090594885356,0.0500899628357735,0.00674211456145943,0.00735045035067651,0.0117199067824397,0.00597294211911313,0.0438613920532841,0.00652916699848622
