"","acne","actinic keratosis","acute myeloid leukemia","adrenal adenoma","alcoholism","allergic asthma","allergic contact dermatitis","alopecia areata","alzheimer's disease","aortic aneurysm","asthma","astrocytoma","atopic dermatitis","autism","bacterial meningitis","bipolar disorder","bladder cancer","breast lobular carcinoma","cerebral palsy","cervical squamous cell carcinoma","cervical intraepithelial neoplasia","chronic lymphocytic leukemia","chronic obstructive pulmonary disease","colorectal adenocarcinoma","crohn's disease","cystic fibrosis","dengue fever","dilated cardiomyopathy","discoid lupus erythematosus","down syndrome","duchenne muscular dystrophy","emphysema","endometrial carcinoma","endometriosis","gastric adenocarcinoma","head and neck squamous cell carcinoma","chronic hepatitis b (carrier)","chronic hepatitis c","hepatocellular carcinoma","hiv","hodgkin's lymphoma","huntington's disease","idiopathic pulmonary fibrosis","influenza","irritable bowel syndrome","ischemic cardiomyopathy","ischemic stroke","juvenile idiopathic arthritis","leukopenia","limb-girdle muscular dystrophy","non-small cell lung carcinoma","major depressive disorder","teratozoospermia","malignant pleural mesothelioma","measles","multiple sclerosis","myocardial infarction","nasopharyngeal carcinoma","obesity","esophageal squamous cell carcinoma","osteoarthritis","osteoporosis","pancreatic cancer","parkinson's disease","placental malaria","polycystic ovary syndrome","preeclampsia","prolactinoma","prostate cancer","psoriasis","pulmonary arterial hypertension","clear-cell renal cell carcinoma","rheumatoid arthritis","rosacea","sarcoidosis","sepsis","sickle cell disease","systemic lupus erythematosus","essential thrombocythemia","thyroid carcinoma","type 1 diabetes mellitus","type 2 diabetes mellitus","ulcerative colitis","vulvar intraepithelial neoplasia"
"asthma",0.0152468515227887,0.00719379354535038,0.00417744284878232,0.00489559600923983,0.00641074370756248,0.317587894886171,0.04868679937002,0.0171745839518999,0.00626657530953069,0.0123441281721767,NA,0.00739706229461555,0.091321754409797,0.00622172942045546,0.00630842790043105,0.00600649000810191,0.00735958207209343,0.00376506539780193,0.00705139347665376,0.0132291149558013,0.00604563566013753,0.00784319260463637,0.163551868511302,0.00746445467689774,0.0354796421253775,0.0331875438653648,0.00742947861690109,0.00833131246818391,0.00982472919249092,0.0107045858167192,0.00716795136102199,0.119669078587664,0.0059668162010235,0.00547258786523838,0.00909695086188249,0.00732946202741878,0.0138917748737916,0.0110181662770496,0.00376506539780193,0.00967569639484973,0.00594948880618367,0.00582516648216029,0.0905748756908198,0.0178909587974358,0.0123189372529786,0.00715414186935341,0.0190519925200276,0.0332045851147572,0.00958670561226727,0.00431389777797622,0.0129954432635006,0.00492590842394729,0.00587193683560949,0.0150215232891056,0.0109647165787279,0.0227706675462775,0.0180009920005453,0.00790277630000668,0.00977514178874986,0.00855355846234598,0.026099725084769,0.0228364834539703,0.00666192057322896,0.00842761972710906,0.00732974059238426,0.00401823779470682,0.019035415320423,0.00624862757283071,0.0106542189653892,0.0368139854834927,0.020925004064062,0.00415529815023941,0.0174269568930753,0.0101212294685571,0.0428102427217912,0.0193514468112883,0.00920449929686845,0.0314195410464699,0.00681204995382502,0.00820888873887763,0.0258363566126251,0.0092099979420262,0.0304748259592275,0.00434646781828481
"astrocytoma",0.0105769274067813,0.0220480444399703,0.0120464020974423,0.0086795804848848,0.0087673291278331,0.00831222308398718,0.0107284401324902,0.0103066602087401,0.0174126310878923,0.00917845192796364,0.00739706229461555,NA,0.0121331148328839,0.010953610506859,0.0156374295238286,0.00549129924921994,0.0337746165869349,0.00750463880274697,0.00885132188342558,0.026226908167891,0.0175214795939468,0.0155787841402201,0.00470429585425085,0.022929582616836,0.0187676749683458,0.00800205647721432,0.00742925460103898,0.00633081844587823,0.0102667101430922,0.0322329460978238,0.0153170674959927,0.0104985478321233,0.0234028864133206,0.0050678749426892,0.0340490424655102,0.0390992364849315,0.00834609984398666,0.0107588130213601,0.0140181871027869,0.0041815371699951,0.0895859696381449,0.0092034878582155,0.00947041922621416,0.00574487489823853,0.00634001868831484,0.0064077821766828,0.00764471624326787,0.00795503607584351,0.00832540686502213,0.00741707989745385,0.0110563600951506,0.00491251131157687,0.00679764976297118,0.0246330994289242,0.00960906296251197,0.0124423664583071,0.00645033657712175,0.0376728026512139,0.00872029051729155,0.0138951364556581,0.00883250237401751,0.00538756312952289,0.0425017023131873,0.00890896537488566,0.0425601089273989,0.0414924942388198,0.00978669026107813,0.0106025111628789,0.0387937871593767,0.00951392580793896,0.00943839673214026,0.0132938304404407,0.0109596190753207,0.0107509116319561,0.009453138110231,0.00948374788547763,0.00667166088225046,0.00807918300170905,0.00541677881057218,0.0283881188418022,0.00715301651154103,0.00666220392343277,0.00917168781857674,0.0133188072364045
"atopic dermatitis",0.162703793313151,0.0615421183031352,0.00592241304431907,0.00548272936530786,0.00529456950791344,0.0665383002417371,0.26510024593821,0.0620740763992528,0.00437383375833892,0.00546796288650033,0.091321754409797,0.0121331148328839,NA,0.00581599305572816,0.00552703002878183,0.00376506539780193,0.00586604399686223,0.00462444864144443,0.00631685859981709,0.0152431586188496,0.00932019398140386,0.00534474122462492,0.0173883721307446,0.00532018304666275,0.0609306634885062,0.00723563602278306,0.00906901188617459,0.0112829929101649,0.0638274987312309,0.00786160594422085,0.0215221177355982,0.0136338798378913,0.00740808827620541,0.005035948299621,0.00636911286458777,0.00752980579944025,0.00958105789846957,0.00703326098868829,0.00775213625041594,0.00603383530568783,0.00566599252184337,0.00376506539780193,0.00911007481392217,0.0109850364457016,0.0100522512333894,0.00961650489343529,0.00422204475361092,0.053746344469903,0.0131461784066017,0.0102937809272892,0.0128584799315306,0.00376506539780193,0.00417812334128584,0.00694846921178272,0.00773968183052728,0.018096922077445,0.00635864016039279,0.00903779059496829,0.00527616501218704,0.00786062091847288,0.0365731651942206,0.0047242915012492,0.00500421273466656,0.00506947978555009,0.00900807296222943,0.0129415477537418,0.00596417744084392,0.00610781832388819,0.00693581888747413,0.233269736028156,0.00541377567352685,0.00877237577871309,0.0743254588897813,0.149515654780968,0.0612313590694259,0.0118126656864973,0.00592352397537198,0.0838601409361019,0.00628149584568002,0.00872443015981882,0.00589595808037833,0.00772401641950847,0.0622993947638518,0.028799820568598
"autism",0.0132189798334738,0.00654219902554551,0.00468915416911293,0.00532269956105432,0.0389985755840029,0.00545873416035275,0.00604649194701978,0.00533351739101631,0.00812655262964334,0.00544136666759124,0.00622172942045546,0.010953610506859,0.00581599305572816,NA,0.00683436986259975,0.0702982735448611,0.00649648067238609,0.00661042581380518,0.00895532921790819,0.00621724843276302,0.00576271040931787,0.00734075229217455,0.00411539119776802,0.00498439487628662,0.00443441109577001,0.00480006571072935,0.00677548032403231,0.00615144481017604,0.00616338521131604,0.0172823496546984,0.0101355164424758,0.00464101930500584,0.0074614116223181,0.00470697682765939,0.0067291311346203,0.0053796504479448,0.00630981428216952,0.00688580693322322,0.00376506539780193,0.00376506539780193,0.00414553959663551,0.010724905140501,0.00636442466197786,0.00709980011061767,0.00889183218195868,0.00564999323042882,0.0185932176028549,0.00752393720740723,0.00548559623563641,0.00537892367380252,0.00428934052003721,0.0393955492645644,0.00522088379206792,0.00530289396914583,0.0151856083756444,0.0073203045000086,0.00518637406625811,0.0049692770652355,0.00873911189005646,0.00496562065115392,0.00438140491825104,0.00552898441615101,0.00563651559935686,0.00910448468793582,0.00651562679095512,0.00745740538208002,0.00625319016853674,0.00530105884748644,0.00525359019617511,0.00457224224168324,0.0102963763606937,0.00538122885638702,0.0059959479236334,0.00426872806992339,0.00521752736934624,0.00443683103759176,0.00598459917817007,0.00998017631343802,0.00508732387766846,0.00644819829996653,0.00649549569539852,0.00484414340037403,0.00471194334629663,0.00440888963422727
"bacterial meningitis",0.0142038380735799,0.00726011952179775,0.0114109907594029,0.00376506539780193,0.0206171339722165,0.00941057503664407,0.00518820492763289,0.00951871923498999,0.0455719873675979,0.0100592478367591,0.00630842790043105,0.0156374295238286,0.00552703002878183,0.00683436986259975,NA,0.016531873356078,0.00692397111867437,0.00694447318165205,0.0298692348297619,0.00719661324262864,0.0048308047842556,0.00870348013174101,0.00787297803043017,0.00599321782658031,0.00950044675814697,0.0103067770407983,0.0139857374468419,0.00966527441586766,0.00952382498720466,0.00619392703676667,0.0105899562717941,0.00692178729591761,0.00561650508572826,0.0047242915012492,0.0068086532703762,0.00736219556127081,0.00956181473677491,0.00992899259638608,0.00460685131250451,0.0087734288980648,0.00559280861405953,0.0214280500132577,0.00565390698986709,0.13460547547392,0.0064622064709234,0.0165392671774714,0.0109971514009993,0.0541529743997054,0.0523835152750541,0.00854076341221999,0.00687020418927693,0.00835611375303791,0.00522088379206792,0.00413649598869817,0.0233422360531766,0.0288087592008322,0.0485157518186809,0.0101670959892551,0.0126846355211855,0.00563180541116922,0.00983122694007104,0.0141294286817174,0.00429382981270496,0.0207703117602134,0.0187166553236022,0.00714767211247216,0.0109023645658447,0.00743112274422299,0.00800793079542341,0.0072355646600228,0.0106657219028467,0.00439607937746787,0.00591422062259064,0.00976414039955157,0.0646035368487409,0.0427529414735027,0.0159426659784648,0.0139975939221844,0.00617629163194933,0.00618604895604316,0.055275516021154,0.00902649986692772,0.0110557804641375,0.0053347074206193
"bipolar disorder",0.00797376188256113,0.00509191928178682,0.00513666895222959,0.00440501400877431,0.0496670362361275,0.00515373997145854,0.00739469245699528,0.00521836018321597,0.0346416927918232,0.00441490938097925,0.00600649000810191,0.00549129924921994,0.00376506539780193,0.0702982735448611,0.016531873356078,NA,0.00441646208098088,0.00468331017116303,0.00599926322777414,0.00678854046504348,0.00413844936677414,0.00574540063318082,0.00905198557100904,0.00615080870559092,0.00716661087768216,0.0095473448848538,0.00425248678144973,0.00416713797198679,0.00561422802096076,0.012793002022519,0.00789219230166508,0.00432159419916582,0.00559945059199659,0.00930851749597074,0.00462584798213952,0.00498433828090382,0.0054831883551818,0.0101934274220169,0.00435848682434356,0.0100154156486917,0.00490662037253245,0.0191913229974819,0.00496335093516793,0.00634947523396299,0.0116434039075403,0.00572330950841455,0.0212648665825805,0.00774576181279473,0.00503816994769545,0.00503994696465674,0.00823007080709419,0.317291092890688,0.011089196820484,0.00436550470892005,0.00452992739260486,0.017051609168776,0.00592321781185854,0.00418016887396151,0.0112275341432729,0.00464318718219749,0.00865363720503145,0.00585419911877143,0.00587871457339886,0.0276944127995747,0.012175759723498,0.0147014902202997,0.00550662616894089,0.00642050564396182,0.0101854739276348,0.00432849238254871,0.0057795199195503,0.0119036819596439,0.00554511375744017,0.00376506539780193,0.00489413923495466,0.00642309051805365,0.00588966754905514,0.0166995742180919,0.00616387067194791,0.00514312377464684,0.0106427101894058,0.00918488447425225,0.0051449613220627,0.00418292938247626
"bladder cancer",0.00664600153278036,0.0305951373390673,0.0152630007261914,0.00804973803298639,0.0113868543289435,0.0144729802984374,0.00962421062746442,0.00754251092654175,0.00719182953161369,0.00949944231712959,0.00735958207209343,0.0337746165869349,0.00586604399686223,0.00649648067238609,0.00692397111867437,0.00441646208098088,NA,0.026038633972696,0.00714229890133888,0.0765775745519014,0.0217939985147523,0.0218897488428637,0.00489864896480258,0.0579308690370476,0.00618886255883892,0.03671984000151,0.00943860619368079,0.00689005546865787,0.00885833242418594,0.00775402801147289,0.00610262132407126,0.00956839544236487,0.0856268319402591,0.0185224837159734,0.122379285397723,0.121633624672639,0.00871128537127619,0.00929798941865698,0.0169846917767658,0.00460685131250451,0.0194018167978006,0.00784229050655844,0.00981492927109961,0.00862536250829619,0.00668819744481985,0.00502947184562547,0.00591758225101822,0.00841680468057565,0.0110314945779703,0.00664834146786743,0.029444641105961,0.00674536655118777,0.00613646249652746,0.031330071249515,0.00812696677323335,0.00645523491314681,0.00686596969318263,0.0946656965191962,0.00822250890173503,0.0681770242911893,0.00503821675773172,0.00637633931724516,0.0570408590122379,0.00666491685148651,0.00713704326636952,0.012409138535861,0.007851486766883,0.0100522512333894,0.0897409867407165,0.00995098799303104,0.00973345872748097,0.119701173162234,0.00728366500579906,0.00819330328566136,0.00730891364653311,0.00756288868393406,0.00598008627532345,0.0129419669454082,0.00771078801271595,0.065639630552337,0.00628930127125406,0.00634968754308584,0.00978344637134651,0.0177049596151937
"breast lobular carcinoma",0.00544704359273862,0.0129966353909823,0.0140062260063834,0.00506400554561654,0.015137604830693,0.00530004505936598,0.00619095284844356,0.00376506539780193,0.00440607766530405,0.00487494040778145,0.00376506539780193,0.00750463880274697,0.00462444864144443,0.00661042581380518,0.00694447318165205,0.00468331017116303,0.026038633972696,NA,0.0120004711175595,0.0341457849266411,0.0330694046337598,0.00627012846407575,0.00528556688231344,0.0350610161505516,0.0122042533310282,0.0113049037542545,0.00535241241235497,0.0139006514641974,0.00537892367380252,0.00640554499091978,0.0150462896621976,0.00431899930421258,0.0268706398732299,0.0112831045120067,0.0529729464766581,0.0413978152045989,0.00560366459856913,0.00699057115483908,0.0194957267099284,0.00725689481838905,0.0115623975024536,0.00418016887396151,0.00597165503112734,0.00657817297143534,0.00476666090892231,0.00609961965434326,0.00376506539780193,0.00610054975638943,0.00870881767968064,0.00910217667145715,0.0649366325176927,0.0108702032434247,0.00613676323426315,0.0212899124776317,0.00406927112943127,0.00501657771239551,0.00875825525843837,0.0199640555051846,0.00937628047971689,0.0282280688892655,0.00696470244712135,0.00988868285162428,0.0202205434231066,0.00871266711870347,0.00621310200904302,0.00994281064558149,0.00636330886582007,0.00882110012588685,0.0501289951253859,0.00461261768919168,0.00718758707822983,0.0131533992508375,0.00435541182887664,0.00439937237194278,0.00535754075047634,0.00671819119246119,0.0047242915012492,0.0047242915012492,0.00879845457723117,0.0145787073013036,0.00681920881842413,0.00408529397323884,0.00704269231378425,0.0141360437299363
"cerebral palsy",0.00759490586928057,0.00814673013441535,0.00557564104280074,0.00651932239117744,0.00710664915811666,0.00908075875704792,0.00746061877112998,0.0101220447453773,0.0186297496144742,0.0119407474873093,0.00705139347665376,0.00885132188342558,0.00631685859981709,0.00895532921790819,0.0298692348297619,0.00599926322777414,0.00714229890133888,0.0120004711175595,NA,0.0103914813756728,0.00469218799253,0.00856572575048237,0.00624483277848343,0.0184194467411216,0.0128009805347835,0.0102493174970814,0.00811642207253025,0.0198568655101405,0.00926183171204916,0.0103583289019729,0.0618287088582068,0.00837580415220778,0.00487490327944036,0.00532534116925248,0.0146840511306514,0.0089462165581393,0.01116144279348,0.0126787888155173,0.00432849238254871,0.00596369012513155,0.00582614311451896,0.0253317318926932,0.0108000873371124,0.00726794896574077,0.0082345083099197,0.00602375815149786,0.0480629608610726,0.00833531272107245,0.00546014265630974,0.0549420312937668,0.00590425953468232,0.0108425378498857,0.00376506539780193,0.00979893524392085,0.00714233366770936,0.0241309799605619,0.0207703889502397,0.0112906772814951,0.0152170411992336,0.0121101030167512,0.0172831734217826,0.00695212881087917,0.00546796288650033,0.0279887011336348,0.00718663057922858,0.00541592834617128,0.0514015860345662,0.00645672798487599,0.00534473156592096,0.00728097886573207,0.0106681532746715,0.00827508122200067,0.00766585687048643,0.00490300323610742,0.0148740814327034,0.0284392635478939,0.0120172592749229,0.0122830226789426,0.00760226851807827,0.00677684935732804,0.0126591810805383,0.00940168251945625,0.0115288616686376,0.00533849174988347
"cervical squamous cell carcinoma",0.0148793172989487,0.0703822687364032,0.0127531687678478,0.0126929888284351,0.0357573602234766,0.0284873731113584,0.0140381315122855,0.0123593353186928,0.00607283230232411,0.0110263301398305,0.0132291149558013,0.026226908167891,0.0152431586188496,0.00621724843276302,0.00719661324262864,0.00678854046504348,0.0765775745519014,0.0341457849266411,0.0103914813756728,NA,0.284118993495025,0.0163038760894375,0.00735259734632827,0.0966447770169425,0.0210329061757679,0.0147503099240609,0.0278857000226455,0.0131758996255752,0.0190824957847862,0.00814832420053038,0.0128829557426537,0.0143883073227419,0.140354873211119,0.0131650382839156,0.120745945122955,0.216141468905679,0.0608353580411511,0.0641827932397532,0.0547896833500387,0.0190647188735429,0.00922302558832525,0.0059083042458107,0.0164559404056792,0.0140074507068409,0.00899213798629957,0.00622453055415377,0.00989314617446594,0.0247043731059966,0.0169530310867788,0.00839004125710325,0.10946571425229,0.0082711189848526,0.0124685140866515,0.0290185327461779,0.0138849596973423,0.0439647041282982,0.0083449856804065,0.0993302180076792,0.00660820718642922,0.195887054805973,0.00817489355021816,0.00764138978977196,0.0365817109158694,0.0070963524436365,0.0158626707234972,0.00848732933900953,0.052739281516668,0.00893034390739105,0.0663546437107692,0.0281997455006725,0.0138882006785799,0.0615934889901135,0.013812234837475,0.0100586132203967,0.0490806378603553,0.0130680332055636,0.0101984420193158,0.0204606639004113,0.0102694957782903,0.0581019126436778,0.0141194346129967,0.00714087998938393,0.0408980025331889,0.124460760720561
"cervical intraepithelial neoplasia",0.0130499015483937,0.119053365300871,0.0141000085706719,0.015105023157717,0.0136399032186992,0.00599969611668749,0.00801930607690376,0.0101560191428444,0.00437650019064562,0.00654415699500963,0.00604563566013753,0.0175214795939468,0.00932019398140386,0.00576271040931787,0.0048308047842556,0.00413844936677414,0.0217939985147523,0.0330694046337598,0.00469218799253,0.284118993495025,NA,0.0126005438220404,0.00528556547284926,0.0351466253140053,0.0097737139200378,0.00874367843460163,0.0675374663233976,0.00540622785582769,0.00939317037542071,0.00597322736676123,0.0059386725236428,0.00724011068565027,0.0668597176216846,0.0083983592945016,0.0275467122510017,0.0837887541752008,0.00802252167038841,0.00831883300437247,0.0313377773056689,0.0116401614729734,0.0120185808934943,0.00681196810273394,0.00965793718409436,0.010371190064455,0.00485535827081232,0.00515657117608877,0.00541327158078194,0.00683070825837201,0.00594345986697764,0.00376506539780193,0.0399823142903975,0.00595278592012073,0.0065659109667368,0.0184299746665262,0.0110598057745368,0.005952683067475,0.00491503970767976,0.0301419417382468,0.00466753694722689,0.140647407614543,0.00586449070899592,0.0046652604036012,0.0294016158328457,0.00853792444973249,0.00731713511764354,0.00537739855204274,0.00766691393089412,0.0163980186526813,0.0187220343664659,0.0505885523188147,0.00809348044185881,0.063030533324168,0.0112866401536601,0.0135998837737042,0.00761254520785469,0.0115479810681556,0.00575956394966904,0.0152180081861191,0.0114959799858918,0.0176372461319247,0.00614455037546562,0.00631118193102237,0.0127285199879526,0.172827024025159
"chronic lymphocytic leukemia",0.00738568469022772,0.0159711913647449,0.152989749656119,0.00760996273554193,0.0076494035959753,0.0104557928868511,0.00968388597780201,0.00878218452101479,0.00615713891463416,0.00830287549999269,0.00784319260463637,0.0155787841402201,0.00534474122462492,0.00734075229217455,0.00870348013174101,0.00574540063318082,0.0218897488428637,0.00627012846407575,0.00856572575048237,0.0163038760894375,0.0126005438220404,NA,0.00698653940417792,0.0104237804273161,0.0075495403933741,0.00820509474961779,0.00768155572086164,0.00849097117846286,0.0099465376023331,0.014231980689477,0.00496404771350788,0.00910876656107798,0.00788091902415964,0.00490057925307984,0.0107460308517863,0.0228254968335058,0.0146459501174303,0.0142144491513931,0.0121599156950735,0.0164350747923589,0.150900694297423,0.00786986770673183,0.0113793055153235,0.00916472605745246,0.00757691244840155,0.00914174894296354,0.0109110422332746,0.0130149329702071,0.0435731564764699,0.00756603897476253,0.0112300037529232,0.00688888227667793,0.00564922268557536,0.0160479835107794,0.00796129203609019,0.0285192678734518,0.00697749711846127,0.0115443727028606,0.00732612698675501,0.00975484392148203,0.00819230419332875,0.00540577490198207,0.0102141724910404,0.00644819829996653,0.00884912755167934,0.00558127348471036,0.00976759242072282,0.00617268004741865,0.0139598854612132,0.0133788564529677,0.00873856077479545,0.00415529815023941,0.0115132618112066,0.00812352133495158,0.0136233732960128,0.0069787454948663,0.015829496331743,0.0191956238935693,0.0784253277395771,0.0161233121016249,0.0169275511087187,0.00599395606321587,0.00885361555377818,0.0248792374534102
"chronic obstructive pulmonary disease",0.01582802993307,0.00694603945456809,0.00634409856785435,0.00650190984253368,0.00594752952154067,0.112961701195036,0.0174829278814301,0.00934877384238952,0.00538103330756574,0.00691019413287749,0.163551868511302,0.00470429585425085,0.0173883721307446,0.00411539119776802,0.00787297803043017,0.00905198557100904,0.00489864896480258,0.00528556688231344,0.00624483277848343,0.00735259734632827,0.00528556547284926,0.00698653940417792,NA,0.00800675097829631,0.0147937884800157,0.0328324860150855,0.00376506539780193,0.00725304578549028,0.005712579823163,0.0069245041137951,0.00987837160673201,0.256285987226434,0.00965580046865509,0.00664493751149384,0.00824618630126053,0.00962427155616014,0.00559404156144941,0.00961606357731837,0.00605556678980027,0.00469109515972682,0.00615136543082739,0.00406927112943127,0.146016403830225,0.0189147312628974,0.00927247147044622,0.00729486129863132,0.00899832304418719,0.0127351067878758,0.0129947518853427,0.00801223013785332,0.0702488600963682,0.00537510452942979,0.006295293819716,0.0668775883431165,0.0114160216485119,0.0105790303216976,0.0131140013260883,0.00705160632024006,0.00996770565364573,0.0103290024656647,0.0115147414346177,0.00933810768952442,0.00718649400635487,0.0044997899315449,0.00630978784168213,0.0107213596105564,0.0116438278714602,0.00512423947297052,0.0109466478063363,0.014109632844796,0.043604322848903,0.00684409521056569,0.015022183292878,0.0138962149225464,0.0292240113234522,0.0108500325114111,0.00654798681976734,0.0250205132373159,0.0067388469891217,0.0105052360151492,0.0117950946101336,0.00837838766275162,0.0149955642145537,0.00761932890120992
"colorectal adenocarcinoma",0.0145448246721696,0.0213184119901894,0.0047242915012492,0.0123433378830719,0.00647602138233289,0.01901201416224,0.0116668519855687,0.00490327267927777,0.0084649666934308,0.0135224047414494,0.00746445467689774,0.022929582616836,0.00532018304666275,0.00498439487628662,0.00599321782658031,0.00615080870559092,0.0579308690370476,0.0350610161505516,0.0184194467411216,0.0966447770169425,0.0351466253140053,0.0104237804273161,0.00800675097829631,NA,0.161970038781333,0.0155075173666488,0.00760434061774406,0.00770437626220774,0.00662550012793343,0.0085066186506376,0.00521811409174783,0.00917384233987433,0.0911869773951228,0.00673291152696241,0.15521741685985,0.0886748083144066,0.00980711767811374,0.0105467558445604,0.0737188369795193,0.00542436295988142,0.00584595401396915,0.00727196252639345,0.0188572730538484,0.00554701126489148,0.0651786887827871,0.00768646435005058,0.00959023683828478,0.0088286971893273,0.0156420242606552,0.00458503051281843,0.055661108385633,0.00635697708786592,0.00376506539780193,0.01110633432088,0.0118280616625192,0.0078047895569783,0.00742033677404121,0.0647950792317657,0.011285459314426,0.07757786045787,0.0132743792834916,0.00644621627129631,0.0500367614405495,0.013008815526368,0.00486030287657147,0.00438586557524444,0.0155945327302478,0.00971903566536552,0.0706537490989463,0.00908605432597048,0.0151788192776144,0.0165575574605205,0.0117691346782626,0.0125994719066525,0.00728586095126912,0.0176791846749227,0.00716124335250721,0.00533579045534934,0.00738050228174159,0.0414590298329095,0.0214222660224719,0.0120973350550131,0.176322695607092,0.00725341956090842
"crohn's disease",0.0767587193455721,0.00973372859213694,0.00431189019594682,0.0047242915012492,0.0153821212461602,0.0406079163686532,0.0656617531747856,0.0136591306856248,0.00898203549240096,0.0117622473741148,0.0354796421253775,0.0187676749683458,0.0609306634885062,0.00443441109577001,0.00950044675814697,0.00716661087768216,0.00618886255883892,0.0122042533310282,0.0128009805347835,0.0210329061757679,0.0097737139200378,0.0075495403933741,0.0147937884800157,0.161970038781333,NA,0.0165657474905703,0.0623116662881007,0.00928681835526291,0.0245220163900233,0.00903763480348512,0.0123092066398621,0.0122954524721491,0.00869972016146968,0.0116948443223064,0.0246287475115624,0.0174507017401843,0.049581560011118,0.047862947262273,0.0511234092385503,0.00547663677943704,0.00649194031949629,0.00829504608799999,0.0146809952252077,0.0121541022638356,0.105909017724177,0.00612783787162236,0.0128567106390823,0.0676160640219822,0.0104077660385378,0.00663498209108449,0.00674968872615175,0.0114632003338955,0.00951836361538843,0.00875665370698234,0.0130803272849859,0.0617823545453597,0.010331469308899,0.0182509061889305,0.00644154668596506,0.0109645888023075,0.0570957108453263,0.0179481428702403,0.0349211353452632,0.0087383058074173,0.0174734695513348,0.0100820248197797,0.014264457165217,0.00666329076461783,0.0080243430296661,0.0703805515980006,0.0138136357431406,0.00634542969354853,0.101289168484271,0.0538954415800718,0.0784077423269481,0.0205700480048346,0.00904513123131648,0.0591959618559754,0.00596041352729668,0.00830897307009926,0.0235452185354802,0.0110439026050509,0.443894894973897,0.00894045500382378
"cystic fibrosis",0.0127991857128722,0.00826390575937327,0.00415759065032718,0.00405504287527941,0.00597945037624949,0.0219472046413282,0.0112437948015383,0.00594466444727955,0.00611031579984334,0.0101769292910862,0.0331875438653648,0.00800205647721432,0.00723563602278306,0.00480006571072935,0.0103067770407983,0.0095473448848538,0.03671984000151,0.0113049037542545,0.0102493174970814,0.0147503099240609,0.00874367843460163,0.00820509474961779,0.0328324860150855,0.0155075173666488,0.0165657474905703,NA,0.00848557931394972,0.00795182003442989,0.00936591340246797,0.0311366550445988,0.00813376870752079,0.0294170536355871,0.0122688283831792,0.00732330490901483,0.0153370657032951,0.00809292716267364,0.0132043672565779,0.0230687996007072,0.00737764201871407,0.0125855907579738,0.00715080997673082,0.0216055549017255,0.0253027084543256,0.00941122067682404,0.00936854415412241,0.00643864960636008,0.0127269401969248,0.0185688684901746,0.0105374678944678,0.00613943468345068,0.0145682244904432,0.00730774133201983,0.0164874584220194,0.00692671253700357,0.0120504730856316,0.00888429574033696,0.0100959994913541,0.00979638724860763,0.00768291504559901,0.00574964647874657,0.009487071134416,0.0166736312766164,0.0241644391801936,0.0103195600911774,0.0088276057473317,0.0166620335774625,0.025267338857498,0.00515224073906553,0.0164990245305007,0.00726804515084822,0.0104146727882408,0.00743241345189238,0.0128449910077099,0.00815480201771328,0.015037811336248,0.0150772208885527,0.0561042145976703,0.0098272294368255,0.00509979056758353,0.0113055960021331,0.0108472407750747,0.0092466863225008,0.0174400104844771,0.00644808110828111
"dengue fever",0.00907511599685752,0.0126565787090141,0.00775724720611093,0.00607905046532727,0.00605528954894191,0.0134798515218391,0.00649081743830162,0.010357366924434,0.00501124199365638,0.0102081558147739,0.00742947861690109,0.00742925460103898,0.00906901188617459,0.00677548032403231,0.0139857374468419,0.00425248678144973,0.00943860619368079,0.00535241241235497,0.00811642207253025,0.0278857000226455,0.0675374663233976,0.00768155572086164,0.00376506539780193,0.00760434061774406,0.0623116662881007,0.00848557931394972,NA,0.00668253465201558,0.0167831916409944,0.00647603157940429,0.0510843723783748,0.00885391000855133,0.0483086996550726,0.00668587940981236,0.00873638019256071,0.00537737977864778,0.0794929601413083,0.0751040608846829,0.0253932365986369,0.0620156622900339,0.00766815415420499,0.00436859060976088,0.00700510841620164,0.148353737946569,0.00866287553652276,0.00813627714848138,0.0100940095927847,0.0260458194947307,0.0208662105876746,0.00415436242490047,0.011513525759516,0.00435650722470887,0.00726847773379915,0.00806837573627123,0.0867662291368832,0.0139814374717478,0.00648263985982147,0.0130907363334542,0.00590862379588144,0.00641988347522206,0.00597046809710365,0.00491541540790577,0.00694056600748044,0.0049608945311932,0.0297916263995867,0.00537326495919578,0.0124850483087112,0.00458703912053652,0.00591282780762121,0.0178566472266023,0.0094416381141081,0.00714945697484352,0.0137071895319384,0.00754315463498789,0.0199280888127731,0.0340384085336613,0.00911698727349585,0.0637853514049596,0.0132081160236989,0.00741066114963231,0.00877662458271991,0.006981940662538,0.0621240993126501,0.0577792623849119
