code1,code2
C09,H65
D80,J00
H69,R42
A52,R42
E07,I69
N80,Q26
G20,K91
N39,P96
A79,J69
M21,S52
C26,E79
Q06,Q28
O06,Y43
I83,I84
D07,G30
F40,Q62
I31,M06
D62,I86
J37,Q40
K22,R33
E40,K82
I21,R42
K83,N63
L29,N19
E86,P11
G70,H02
N36,N81
C77,Q43
E27,F43
C94,S00
G43,L93
K03,K08
B46,G47
D65,R40
E41,I47
N03,N17
D50,H40
K56,L94
I05,I49
F33,R19
C14,M54
E24,N30
B00,B58
F72,K91
B01,H15
H01,K91
I83,N48
C41,C68
G81,M85
F48,N28
F10,G91
J32,M54
A59,I10
B00,H44
M05,T85
H51,R53
F03,F43
E78,I12
E83,S70
L73,N17
C26,K13
G20,N00
B44,J21
D84,T87
D48,J18
D48,R33
D47,I69
J33,R00
I21,I30
E24,G93
K74,R94
C48,E40
K43,N17
E56,M48
C50,D47
C67,G95
C31,D62
F71,P15
K73,T84
M23,M89
A51,F10
I28,I47
M88,R23
E34,I25
D12,N83
C46,J45
I65,I73
R55,S82
C65,C77
B00,Q82
B02,M11
J30,Y43
G37,H21
F33,F45
J15,N48
G35,Y43
C49,D09
A28,J44
D15,G62
G41,G62
K38,K62
G37,I73
D35,K63
I20,M60
L03,Q06
M00,T82
D73,L40
B58,H26
H43,M14
J18,J45
J98,T79
E72,N32
D89,J34
A39,D45
D61,I43
B68,H60
H50,L12
C39,J93
G50,H83
N88,P28
I62,J20
B38,G20
A59,L89
C66,N00
I31,Q26
H93,J02
I44,L94
A41,M67
C95,G04
I77,K85
D71,G91
C17,R23
C72,R26
G56,M70
E40,I45
N19,R45
H44,K42
A07,C25
E14,Y55
D61,J31
N88,O66
F01,G21
G43,R20
J69,P02
G04,H54
D59,K13
I50,Q98
I43,N28
D68,S71
N39,Q21
B15,B58
K07,Q10
A41,I51
A27,I13
C33,R04
I60,I77
A32,K56
B96,E22
E87,H54
G61,R09
F20,K58
I12,Q28
H35,H53
D12,R32
D31,I67
N19,Y89
Q64,Q89
A02,R79
E03,K85
K65,Y84
C10,J02
B37,M81
E21,N39
C69,H27
M77,S10
I70,J64
C07,C31
E83,K29
I20,M51
D12,I82
E52,J18
I60,S25
D53,H10
I28,I46
L51,T42
B37,N64
G72,I87
E22,R54
I02,N39
G10,G30
G70,H49
I35,Q45
K86,T73
E87,I08
E21,Q24
I70,K10
E21,L08
B37,Y51
C95,G95
E16,J30
A40,R54
N84,N92
G72,M45
H74,J41
E21,R11
I84,R30
A31,D81
C55,E87
G93,L12
H70,J47
I74,N26
K56,K83
T58,Y56
N71,N80
F22,K56
L40,M54
I02,Q24
I02,L08
C93,N44
G58,M35
G04,M10
I07,I51
H47,I74
K90,Y49
I86,K07
E78,Q76
K90,R49
H13,T85
A53,L91
I73,S51
K58,R30
M30,S98
M93,R01
E87,M10
G43,G52
I37,J44
G52,J15
D57,E53
A93,N45
D04,J44
J01,S03
E14,F25
K11,L57
D80,I26
R33,S30
G60,I83
K75,M81
B69,R51
E24,H30
I67,R53
L83,N94
G35,G72
E14,S02
K10,L50
J69,K52
D10,J31
C61,C68
L87,T87
H72,K92
K00,Q44
F34,K85
I10,R42
D62,N71
J12,R04
M11,M51
I70,T18
F70,N89
H50,I26
H11,J32
M93,R27
Q68,S02
B37,R06
K82,N41
M54,M96
S01,T79
K66,N17
R11,T85
K70,T67
R06,R61
G30,N00
B35,S06
B83,N19
H49,H81
I69,T37
I20,J13
H74,T16
C09,J43
H54,Y60
H44,J43
E73,T78
H16,M19
A58,N45
H16,L29
A41,M05
C20,N50
G56,T13
B96,K58
R21,T81
I47,R45
K75,K81
E16,Y55
J30,L40
T81,T87
E76,I50
D62,N32
K25,L89
G25,G92
M48,Q66
C14,J20
D71,L51
Q61,R04
I44,K83
G52,R13
S10,Y87
A04,G95
A66,T17
B37,Q72
J32,M94
E34,R00
H36,H70
I27,R04
K20,M11
G60,K22
A31,Q26
J01,J12
B35,E76
F20,R82
J41,M41
K52,T64
C18,D41
A40,F60
C43,E87
B02,N76
Q00,T81
A19,G03
G30,I15
K51,K85
I20,R60
E75,E87
I26,Q62
S02,S03
I95,K05
G90,H40
C40,L08
H20,R51
H66,J32
D68,N21
I38,I86
L98,N32
D59,K28
A41,B85
M81,R57
K75,R06
K29,L03
R11,T75
F63,G44
B35,G70
J69,L28
A40,Y40
E27,E83
A40,B02
K40,R34
K07,M35
B37,L94
E78,R79
C25,R34
F60,I89
C91,G20
I45,N26
K29,R70
A98,M70
M33,R57
C06,J69
K56,K65
F90,G60
P39,Q15
C79,N34
D65,D83
C14,C32
A37,A41
M33,N95
H53,L57
C18,E65
K06,T45
D02,T66
J93,J96
I67,T39
B35,K76
L08,N90
G25,R48
I50,K42
Q21,T82
H27,L60
E03,I61
D33,G12
F42,F48
E83,Y44
Q25,R55
C20,N30
M20,Q66
K83,N26
E63,T90
J69,L22
J15,S04
A41,D40
F33,J45
D27,N60
J02,M22
I13,N48
D40,J15
C04,K07
C48,L89
G93,T48
C53,C80
I12,N28
Q22,Q23
F07,G30
G81,S50
J12,M15
G35,R25
M46,M77
K82,T59
T73,T85
R25,R43
A18,R63
C67,R03
K10,R51
B02,K59
F20,H50
H11,R05
G03,M93
I70,Y36
J69,R26
F70,M43
D64,I44
J34,J38
A42,Q12
J04,K04
C09,K13
J41,Q06
I35,J41
D04,N30
J04,Q40
G92,H25
I49,N23
A39,R23
J69,Q80
R54,S51
K52,M25
D50,M81
I69,R78
I73,I79
R00,R68
M81,R26
G20,H31
H74,S01
C48,C66
A57,I62
E41,M35
F73,R13
K08,R31
D50,N64
A81,N39
K31,K85
I27,M15
D64,H66
G23,G41
C17,K10
I51,R25
C14,Y43
I47,L72
J02,M93
I79,M60
E87,Q27
J32,Y43
B26,I80
H21,T81
M65,Q68
K04,K12
I70,R40
L72,M67
B48,K90
I67,M11
E14,R54
K65,T73
I36,J41
A06,I84
I35,R21
D15,J42
A04,C95
I67,Q91
A41,J15
L53,M05
G41,J42
K02,R01
I05,R40
J41,R64
G81,J03
M76,R21
L60,T43
G51,K05
C16,K75
K30,M25
K62,T78
K37,N82
C67,C80
K86,T85
Q68,R54
J64,Y43
B82,E83
C34,R63
F51,R25
G44,H16
D68,N50
A37,N32
K04,R44
I85,R04
G45,I62
B68,I70
A38,L53
G30,S70
I51,R47
E04,I27
I30,L94
D16,J35
I12,R19
A06,N48
F48,J45
E23,K81
I86,K74
H11,R55
C17,T18
C19,E40
I47,Q26
C92,I50
I65,S37
K02,R27
A31,K08
E87,F48
N60,R51
D12,L20
J70,R04
G52,K07
D50,R06
D35,J44
K76,Q65
C71,F48
J04,J14
K42,N39
G45,H46
G45,O87
D16,D35
C76,M24
I38,L60
L03,L30
I95,L29
J96,M41
A27,I73
F50,G57
C80,K86
C04,C12
G51,H73
I70,M12
J20,K12
I07,J15
I51,K14
D69,I61
D37,I80
K20,N76
G52,Y42
T50,T57
C46,Q79
K44,L21
I31,K86
A41,R13
G23,N19
R43,R64
E29,I45
C08,C09
A46,Q38
G83,R04
D64,P39
F43,J32
N19,T67
B02,R09
A54,D25
D50,Q72
A39,I49
S51,T79
E53,I67
I08,I69
G00,G96
K60,Q61
A50,E86
C34,S31
J20,R44
J41,Q40
E83,K30
E54,K28
M93,Q78
E06,R23
G56,I10
J18,Q79
E14,F60
B78,D69
D68,N30
M93,T79
F60,G51
I20,Q68
N28,T84
J03,J46
I71,Q45
B37,L23
H74,Q82
K12,M93
L28,R79
H36,L72
A23,I20
C11,K05
K61,K92
C63,D64
C92,K52
A18,D16
I01,J20
H53,I20
C26,K62
I49,R07
G57,M15
A04,B25
C46,P26
F45,J98
H90,R42
N19,S30
I13,K81
L05,N81
D68,G93
E80,H91
E16,M13
M00,M14
M54,M79
F06,F10
H54,J06
J45,K00
L03,M70
B35,J31
I26,I97
G30,K29
J15,K73
F33,R07
N63,N84
E80,R94
D15,D50
B37,Y59
K76,Y63
L53,R59
C23,D50
S20,S30
F48,H72
F48,I13
A04,R03
F39,R42
C54,N80
E78,R01
B86,S10
J96,Q06
D53,G20
D65,T68
I26,K81
A48,Q71
B86,J96
D12,J69
G30,H31
B44,I27
C20,D00
D57,K59
K14,R59
M88,R40
M06,M62
M11,Q68
S27,T79
I33,I51
C81,J46
J12,L27
C76,J93
C92,R57
Q64,R33
K07,K51
A07,L50
A59,L10
H69,J33
E50,G63
H66,K63
H33,I10
G50,H16
D72,G44
D56,E80
B00,J98
G93,T90
E78,R27
I70,K41
J32,L40
I11,Y52
K70,M84
J06,Q76
S72,T19
I38,Q39
E20,R42
B37,L04
D59,K62
C34,D16
C90,J32
E63,G41
M19,Y45
F34,I49
C13,D61
C16,I46
G83,M15
N73,R59
H61,K11
E54,E55
F80,K92
K29,T66
A06,J01
D57,N63
I82,L01
G80,H21
C91,D80
K04,L82
J60,R54
I50,T15
E22,H74
A88,J30
N81,P03
G90,N40
G54,S35
G81,H65
D24,I80
I47,K08
M77,S70
E06,I49
K04,L01
K35,N39
S80,Y65
A27,I07
A40,H74
M45,M93
A32,D12
B37,G30
E20,I30
K30,M76
K63,M25
J04,K31
C00,L08
C88,M91
F90,F91
E16,F60
D28,L90
E03,Q96
N73,O08
C03,R09
L53,R13
C32,N35
I30,L23
B58,K75
F48,R07
G90,I97
J39,Y89
B96,I35
I27,L71
N71,Q51
K81,Y84
C51,N89
G03,G96
K25,N90
F80,R48
A28,R59
C19,I10
R00,R06
E04,H40
A30,B59
K65,T85
E41,K51
B87,I83
F10,P01
R20,R53
D64,J67
D01,N19
E83,M54
D07,N20
F63,M77
A41,K07
I61,T37
K51,N41
J32,R25
C80,D59
C78,D24
K62,M85
A32,D64
I70,K25
K59,Y46
A36,D50
L72,R59
G81,H01
B15,J98
G54,H11
G81,Q73
G63,S88
D69,N41
E87,S00
L82,R20
H54,R44
I67,K59
B48,E87
E58,L71
A66,Q35
M25,T59
I98,K90
I31,M14
J20,L82
K20,R09
M15,R48
I05,K25
J96,K04
E63,N19
A98,I10
D65,E86
M54,N36
E86,F70
J69,M32
N04,R09
D00,J96
J01,Q06
H91,V99
D07,Q89
H11,Y50
D44,K20
B37,H49
G20,K30
C90,G56
H60,I44
J20,L01
C46,I95
N73,R13
Q31,T18
I78,R04
F01,G41
J69,P22
F43,R55
N30,R60
B02,N26
K22,N34
A03,Q65
M95,T91
H60,H81
C21,K60
E04,T53
I83,R57
D50,G54
E87,T15
D12,H36
D66,L12
H35,I42
C13,J41
I99,K06
E87,J47
D18,D75
D32,G95
D50,F72
I83,N95
D69,H26
L08,N04
D64,K70
C76,F20
K02,Q78
T42,T51
I67,N63
D72,J33
E50,I45
H60,H66
H01,K30
A53,R64
G92,M62
A02,J38
H02,M25
B01,J03
N27,Q03
A67,I49
I28,I71
F41,K20
A30,M81
J35,N32
E65,I10
I12,J45
E85,G92
J15,R57
J62,J99
C04,E83
C34,E22
A30,N64
G72,I25
H10,L93
I71,R21
J00,J41
B02,H25
I51,I89
I15,Q28
G61,M62
N23,N36
I50,M20
D47,Q45
G43,J34
N39,R34
E88,I62
F34,K10
K70,R53
B40,K92
R03,R47
C01,J98
D64,I12
D50,Y59
I69,T78
M79,Q71
L30,T57
C20,E32
G25,S41
F34,G37
H93,R54
N04,N27
L72,R13
I11,Q45
E40,K41
B07,C52
M25,T18
C20,D20
E24,J00
L29,T85
F39,N32
C10,D02
A41,L85
L84,R54
D58,N04
B02,C90
G43,N99
I09,R23
F22,F90
E23,H02
A08,J06
H05,K92
A53,G40
C18,K75
F01,N19
I12,N23
B27,D84
A87,K13
J06,M33
Q43,R11
G95,Q04
Q79,R79
D14,J47
D37,K31
D64,K66
C78,K14
B44,H40
D09,G81
G25,G62
J00,R21
L01,N30
H11,J04
L71,N48
L28,R27
I50,I74
E85,R48
G95,H44
J70,L27
E54,K62
D35,N15
F34,T18
I31,R53
M62,R94
I72,S30
I87,M89
D25,N94
F42,T42
L40,R25
Q06,R07
D50,L04
K80,R09
C74,D37
L53,M31
J41,M70
K07,T45
G63,H10
D58,K11
K92,M40
B40,B45
J01,K04
B90,E87
J69,R49
A02,K82
H70,J01
B40,B96
J01,Q40
G45,Q04
A04,D01
C32,E41
A18,N17
D64,E52
C02,L83
A40,D81
B15,I06
C18,I70
Q74,T67
G45,H44
G83,L27
K92,S36
C09,K62
E26,I49
D61,D80
R31,T79
G54,M40
I07,L85
I50,T42
D47,D61
A07,D30
K63,M76
R19,T18
I84,L63
F48,Q79
K66,N94
I12,I13
K44,M42
D38,K56
G23,G25
A49,T79
E27,K85
B83,D16
E14,H74
E31,K56
J98,M81
D84,H26
N28,N35
B27,L50
E78,T79
G20,M54
G72,J18
M41,S50
G72,R33
G83,L71
J12,K75
I80,K03
D30,R59
A40,L72
D62,M19
T17,Y35
K70,T39
N34,S10
H35,H47
I95,N35
K59,L60
C32,C39
H90,H92
Q31,R40
D62,M89
A39,R40
B25,I70
G50,T90
J13,T28
J98,Y51
N28,T46
E78,J38
A19,E63
C90,M46
C65,N26
K28,R48
E87,I74
F31,I25
I35,R32
E66,Q98
E83,J20
E83,M94
J42,V99
I95,T46
L98,M19
I42,N40
M76,R32
A59,N04
K80,N27
G00,M51
G45,H05
D75,G04
C74,I67
M76,O22
E53,I11
K26,Y89
M25,Y36
C76,F95
L98,M89
G35,G51
I09,I49
K91,R42
M46,R20
F07,H61
M48,N88
E53,K27
H70,S04
I37,L03
A41,K74
D64,Q76
C77,D02
I06,I25
J01,J14
M48,R94
M79,R64
I01,R25
R53,T91
J69,N39
K13,R05
F91,T17
C17,I85
I24,I30
I42,I97
D62,T84
L98,N60
N30,Q68
N89,R79
B46,R04
K80,L50
C38,E16
E56,K83
H11,J60
G37,R09
C31,G62
I42,J01
I51,Q28
C02,L87
I70,T68
E87,T42
B87,C79
M81,N39
F34,Y36
R59,R60
G62,J13
H04,R60
J98,R06
A67,T18
K29,T43
G93,N19
D27,E04
E78,G63
B37,E16
C71,T42
I49,I95
E86,Q62
L12,R57
C69,H04
E73,E88
J06,R01
D01,K40
N30,T69
E05,M00
G43,I69
I27,I70
G72,R00
I42,K81
J06,Q31
M33,N39
N95,T78
D47,J41
D13,H20
K62,N75
I20,I42
F34,J93
I36,I82
K63,Q00
H66,J44
D72,M77
E30,I50
D58,G45
S51,T11
M54,S97
J67,K56
C55,R31
D75,G95
F33,I95
E40,K83
M10,R94
D18,E83
N30,Y84
I11,J41
C41,D41
N71,N87
A41,G32
J33,R29
C20,K61
I43,I73
E14,Y89
G62,R60
R51,S06
J06,R27
Q31,Q33
E78,K82
M33,R11
E24,I26
M20,R94
D89,Q45
D45,Q24
Q43,T51
E16,F41
C75,E16
A46,L03
L03,L89
D45,L08
F34,R40
C24,Q76
B02,G81
E16,H74
B27,R51
I36,I77
D45,R11
A07,C19
D32,R03
D47,R21
I65,N27
G80,S37
C76,I46
K59,Q39
C01,C09
H27,M19
G41,H54
R05,R51
A26,F25
E41,T17
J98,L94
H13,I80
B08,B59
J96,M70
K13,R55
E41,M86
J04,J35
E04,N64
I13,N95
C54,Q51
G82,M45
S82,T81
H47,I50
A54,D27
E03,F20
I69,M85
K14,T66
S53,T51
G90,H02
K03,K59
R11,R64
H69,I65
D64,R79
A52,I65
B37,J37
A32,K26
E83,Y43
N32,R18
E84,R64
I25,R79
J39,S27
F42,I84
E83,I78
I45,M23
I65,L50
I10,M77
D51,G45
J62,J98
I21,I65
E76,N39
I67,N26
K52,Q43
C31,E23
I74,M25
J13,K20
K36,K75
H04,H53
M25,N18
G21,R60
J69,T38
S27,T11
S44,W17
C95,K76
G91,I44
M14,N32
K25,N04
F48,I07
G30,M54
D13,R04
B37,I87
I26,N95
A66,N21
A02,B83
B86,L21
F43,J04
H91,M30
D29,D61
F25,R63
H20,S70
C94,I50
F03,I61
G03,M51
I72,I73
E78,M48
E63,G25
K86,M41
B44,B59
J03,J43
A83,K83
I85,K75
F48,I95
G41,M10
A41,E83
I07,P05
H40,H54
J01,L30
G25,L84
I78,L71
F22,K26
E22,T67
G62,H53
E06,M12
I49,N43
E78,I45
E30,N73
C34,H50
D16,K03
E40,K65
K30,Q43
M76,Y61
Q76,R60
G20,J20
J01,K31
B37,C85
C79,K70
E31,E41
I33,M31
H95,L72
I12,I38
A88,B02
C50,D84
D56,D61
S50,Y63
A04,G70
J46,Q40
A27,N76
E16,Y89
B02,M62
R15,R20
H80,N97
H11,S73
I06,R00
N19,T39
F20,L30
E83,I81
G83,K75
I25,M33
E03,I37
G00,H53
I48,R53
A30,H02
D07,J18
D07,R33
A07,C20
G25,J42
C56,P03
C81,J43
I80,S88
E73,H01
D30,M31
M20,Q12
R13,Y46
J43,Y89
I51,N28
B44,M81
F20,K31
G44,K21
H40,M10
I38,M19
G04,I84
K12,M60
K27,M77
I38,L29
J69,T51
J44,K07
I47,R53
H47,R57
C61,D41
D68,K61
C90,F66
G81,K28
A82,E87
N19,S37
H95,Q26
M54,R26
E87,I84
G62,H93
I43,I95
F43,J44
C56,R63
G37,G71
H57,R04
I45,M25
I86,K85
G62,G83
I87,K56
M54,Q80
J31,R09
J15,M32
E83,G72
I65,R51
G83,I70
D72,I65
G47,G58
M62,N81
G35,Y58
D13,M15
D69,F20
G92,M25
J15,P22
C68,L89
C79,K66
C16,I71
K40,V97
G90,X92
F22,F33
N50,S30
H44,N36
G81,I28
E87,N48
E80,K22
D89,J41
K56,R44
K50,K92
K83,M25
G47,R04
E34,R29
A53,M21
A04,C14
C55,N92
K90,K92
I99,V97
D01,M92
A48,G82
A52,K56
C91,G41
E63,T73
F22,I69
I38,T84
B37,H61
D35,D72
C58,J01
G00,G83
D64,N45
J38,L92
B15,K86
D69,Q99
I21,K56
G32,K90
K86,R64
I25,N45
L20,L57
E83,L40
H46,R42
D64,K02
D12,R42
J86,K92
L60,R04
G20,Y43
D47,G12
C92,N39
C20,N82
G21,G83
C14,G51
I49,S98
C72,D62
C91,J13
G70,J18
G93,K40
G57,I46
E26,R40
G70,R33
M05,M70
I44,R71
E86,K81
M06,M76
B96,C01
B96,L30
I10,I65
K76,Q28
G54,I20
A07,K91
A41,Y64
A83,G30
D50,J37
C41,M88
D75,R03
I62,N28
A48,T13
H26,R03
I74,M76
J98,Y59
J42,M30
B37,C91
A01,D69
B96,K31
S10,S51
N76,R18
B35,G21
K82,M35
D14,N48
G40,P28
K43,T17
H36,R53
C91,R60
K44,T78
G20,Y65
J41,L89
K07,R90
B35,H16
A66,N30
D69,K75
E53,Q65
C88,J02
D50,I87
D64,R01
J00,R32
D69,I37
I77,L98
J70,L98
D45,I25
D62,N35
C20,I26
I25,R01
G30,J20
G60,J96
J06,J38
I31,K59
D47,Q82
C17,E86
G10,J18
K26,S27
C12,H92
G03,H53
A48,E40
M19,R54
I46,T46
B37,N20
A40,I38
M85,Q74
G00,Y84
L08,L25
B01,K13
F60,R07
H81,M19
E83,R25
I09,R40
F03,H26
H50,R63
F60,R94
C50,C78
J42,L93
N36,S10
V94,V97
J12,M35
Q26,Q45
E03,I46
H93,X95
C67,R62
I20,I48
K63,Q43
D64,R27
L98,N35
T59,Y44
N20,R17
R27,Y46
C06,H92
K20,M62
I25,R27
D72,Q61
J37,K03
B55,I50
E21,E87
C80,N63
I20,L91
E14,O91
J43,J45
H36,I05
B07,N84
B37,Q89
J47,M33
A27,R09
I35,J69
I31,N63
E14,T67
M93,S40
E40,H35
I69,S50
D07,N87
I45,I67
C56,T81
M70,M93
Q03,R55
I70,L90
C75,N20
C80,D48
E29,K83
Q12,Q44
B02,J70
D69,R35
A81,R48
H31,Q13
D72,K56
C54,N87
K28,S41
G92,I67
A54,J43
F50,J15
B35,C67
K26,M65
C85,M49
D24,D35
G04,J01
A05,M49
G95,J98
T46,T50
L82,N99
K75,N20
A81,B45
E87,J01
W17,Y87
D59,K22
A04,J31
I83,N39
E27,T59
E41,R90
H60,R79
M93,R06
D69,I47
J46,L30
Q74,R53
I74,Q00
E28,K20
D09,M25
C80,K05
D21,Y83
G03,G83
G93,P03
I36,J69
A04,H10
R09,R79
C22,R04
H65,H90
A23,Q04
S27,Y51
K56,L82
I45,M76
I12,I95
J18,O07
H90,M89
I83,Q24
F03,T59
A50,G56
I83,L08
L13,N50
C16,T45
B37,C94
A52,R20
A40,I73
K56,L01
I80,Q90
A88,E03
G92,M76
E71,F70
D15,D68
I10,Q61
K37,K40
M00,M19
L08,M93
J15,N39
I21,R20
C23,D68
S27,S40
D13,H60
H92,S04
E55,R25
G56,K11
D62,S45
F39,M89
J43,O82
D68,N82
D59,K80
C79,R79
E86,F22
I69,J03
A27,N27
A50,C76
L53,T87
E16,I13
H80,M25
F60,G90
L27,N17
G95,M06
E27,G37
G03,Q68
N19,N76
I10,K56
J15,Q24
C46,D84
H35,K20
L23,R20
J15,L08
G71,G91
B08,G54
F39,N60
T18,T19
M87,S98
B15,I86
J15,R11
D61,G41
C85,K13
C40,E87
D35,E21
A88,F41
E22,M84
B53,H02
I84,R03
C21,D37
K36,N42
L94,R79
R32,R47
I72,S37
I42,N95
G45,M06
D50,M95
E20,M89
N97,P61
A31,K59
H02,I33
K65,R64
F45,L60
K76,N28
M00,T84
I67,M62
K58,R03
I73,K92
E63,T85
I44,L82
G91,I12
D53,G41
F31,Y63
C49,K92
D02,R04
D69,I46
I42,X92
D68,I26
L13,N30
H15,L12
D52,M88
C78,N28
D58,M93
G81,K62
J06,M48
D69,L98
I01,Q28
F31,K90
A03,B02
D62,E41
J96,L89
A24,H74
K20,K91
D50,I98
A88,F45
H11,S90
B35,L56
G80,R09
J01,J35
A04,Q90
J18,N27
C51,D18
B86,F84
L74,N39
E41,K63
C56,E22
D47,R32
H36,I02
K36,M35
H11,R59
C77,Q83
G91,K66
Q44,Q45
L10,R57
D16,J31
C22,M15
G57,M35
C05,R13
E87,F34
F64,R20
C09,K52
G20,R25
F22,N89
K02,M81
I11,R32
D47,I82
L30,L41
E16,S30
I11,O22
D56,I01
I85,M35
E63,T75
B00,L60
J18,L50
C18,K51
K73,L57
L74,R11
A53,I10
D50,N20
F10,I27
D61,N19
K75,R17
I11,I82
H72,J46
I28,Q34
A04,J63
P90,R06
G83,N42
E86,G54
D73,R07
J43,S27
F72,R25
H01,R25
L92,Y65
D72,R20
B83,I35
J43,S30
C93,D10
A77,M31
I77,M35
G47,H60
H65,K58
G20,R47
G40,K22
B44,H02
L72,T87
D51,M93
I51,J45
C06,J33
Q23,R60
D50,Q89
A39,E86
D53,N19
K76,R19
H90,I65
J13,K00
C80,L29
F39,T56
Y57,Y60
D56,D73
A42,R51
E05,H66
D52,N17
F01,T85
K59,M19
C78,R19
C52,D07
D32,G70
I99,J43
I31,L29
I50,K73
K50,M42
I11,I77
G96,K58
H15,H16
H10,K26
G93,T81
G37,M62
G81,H91
K59,L29
H01,R47
N64,R79
M21,T84
G83,M35
E54,K22
D35,F31
I09,K25
M19,P21
K22,K66
A48,L89
E74,G71
D25,D35
K27,M30
K10,K30
B35,T90
G21,T73
E50,K83
K02,R06
C52,R15
G20,K14
B37,L53
H50,H90
I38,T46
E86,H02
D64,T79
F10,F70
D71,I27
G41,J47
H83,J02
A31,R09
N82,T19
I51,N23
I25,T79
C70,H54
G56,W53
A07,K29
I73,L41
J41,T91
C09,K22
R05,R61
L12,N39
C79,K02
I10,R20
E14,H21
D72,G52
G52,I61
I48,K59
J01,L89
D41,D61
K80,K91
G61,K30
B58,T45
H01,K14
E22,R53
D48,K66
I50,P02
D84,L98
J18,S80
E14,I73
D69,E73
C46,C78
K59,T84
E54,K80
I25,J38
L01,L12
B40,J42
J15,T51
I47,K59
I70,J06
L93,M30
N03,R03
N19,R09
M24,N63
C90,N15
A07,G00
L60,M88
A07,B50
I74,K27
C92,L66
A41,K85
E21,K44
I42,L73
G81,M79
J05,R06
M40,M43
R79,S49
A42,C49
M31,T19
C56,N17
H44,R26
I35,L05
J18,R51
D50,R71
L29,Q40
E87,K73
E05,P39
F39,G43
B02,G00
I20,T70
D21,D33
A27,C49
G62,I42
M19,Q67
E16,I38
G43,Q45
H40,J47
A83,F80
H35,I21
H02,J02
D31,F60
I20,K20
C25,K13
D12,G44
J33,P01
D86,H44
I01,N28
C13,J69
J04,K03
G93,H90
M14,M89
H31,I25
H65,R82
K63,Q63
K11,T40
E06,E86
G57,K50
M47,M75
H92,I50
G45,T82
D50,R17
I13,L08
G30,R25
N89,R23
C76,E34
M15,S20
M20,S98
B44,H49
H25,I13
A40,G11
M14,N60
K22,Q76
M45,Q68
D29,R32
E20,G43
C17,E34
I07,K85
M66,M76
J13,M21
J30,R94
G35,R07
C73,D34
C68,K03
C32,J86
D64,K82
I80,L25
E34,I12
J00,J69
F92,H20
I74,Q43
G91,R79
E88,J98
I25,K82
D69,M35
A00,L03
K92,O87
E40,H61
E22,T39
I77,K50
F25,H50
H90,K56
E87,I50
N48,R60
F33,F42
D35,G47
G25,H54
E53,S02
R59,T85
B19,K86
C09,D09
E32,I20
G90,I98
D89,I82
C79,E84
I24,M89
D13,I70
C76,I09
B87,J96
R25,R54
A56,R21
F40,I25
F42,N95
K10,M54
A52,D64
N61,R60
H36,K59
D81,J46
N81,N94
I65,N00
F43,G60
E16,I73
B66,F10
F39,K56
I51,R07
I06,I72
J33,Q74
B96,C95
I45,K27
K29,R04
C18,T45
E03,K50
B40,D50
H11,M31
B37,J18
D66,K40
F33,L50
F03,F20
B37,R33
D84,E73
H54,I51
I50,R57
I83,L66
A57,L05
K36,K51
G92,K27
E63,J12
G25,I08
D15,I74
A04,G20
D80,N17
G23,I35
G57,K51
H49,I49
M08,M93
G41,I74
R78,T56
G81,H80
I82,J15
L87,L98
B35,T50
D65,R15
I70,R44
A02,K83
H36,N63
C92,D62
J15,J66
F51,R07
Y83,Y87
D57,M25
C24,K82
I95,S36
I85,K51
D64,M48
E20,K56
G25,M10
G82,R00
J14,J60
F03,Q99
H74,R42
I25,M48
H53,H70
K11,L43
K22,R79
C75,J18
H47,N39
C15,M33
D50,L53
G57,I71
D56,I77
D12,J33
E01,L89
J38,T28
L89,R60
K31,M35
N50,S37
D64,I45
D75,G70
K50,R34
C11,I67
M48,S51
G35,G90
B94,H02
I25,I45
B00,C18
K75,R33
A41,I61
F91,S06
B25,D69
I50,L22
D07,N34
H47,Q24
M19,X95
Q75,R42
G58,N30
J98,Y85
P80,R26
G21,T85
I42,M45
H34,H36
K66,R03
C41,C43
D48,R79
A40,I02
E73,O14
M19,R45
M54,T38
R07,R12
H40,I74
J15,T80
N19,N26
C94,N39
B78,D00
H57,I70
E72,H11
D45,Y63
B35,G41
G83,K51
C04,K10
B86,T78
T47,T56
E87,N73
A88,H72
C09,S51
E87,R57
G43,J41
C18,T17
F33,S80
K83,Q43
T75,Y55
M25,S14
F48,L50
J85,Y56
D84,M35
C71,R57
E87,N95
J45,M30
E83,G51
M54,N03
I70,W17
K29,M15
I99,M20
R45,Y36
B45,H53
G47,I70
B90,Q74
G72,R29
J69,R48
B27,K29
C34,K31
E03,I71
H68,H70
D29,Y61
G72,I31
D21,N95
C15,N45
C02,L04
F33,R51
C49,C69
I28,J44
D61,G25
S14,Y63
E26,E86
K22,M33
I67,M25
D39,I65
H51,I67
A36,I74
C56,D28
A23,L43
C49,C75
D69,K50
E55,G35
K75,R00
H00,R63
H90,R20
G91,K02
I20,I21
A22,H02
E16,I07
H20,J20
E56,K12
H16,I33
H91,K26
C93,N39
D18,I49
I72,R09
D66,R63
K26,S37
E73,K62
C62,D29
M21,N35
G52,T59
K13,M05
E88,F07
A40,H69
B19,D59
C48,C54
D75,S88
I11,J69
K35,R18
K07,N30
K76,O82
B35,N19
J04,N04
M54,N91
H25,I38
R29,T42
E41,N50
A07,K30
I65,S70
M21,Q70
E06,L90
D09,I11
D40,N41
I43,L50
J31,K91
A04,A06
